year,ac_no,constituency,constituency_kn,clean_constituency,slug,category,category_kn,winner,winner_kn,winner_party,winner_party_kn,winner_votes,vote_share,runner_up,runner_up_kn,runner_up_party,runner_up_party_kn,runner_up_votes,margin,color
2023,65,Shirahatti,ಶಿರಹಟ್ಟಿ,shirahatti,shirahatti_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Dr.Chandru Lamani,ಡಾ. Chandru Lamani,BJP,ಬಿಜೆಪಿ (BJP),74489,45.9,Ramakrishna. Shidlingappa. Doddamani,Ramakrishna Shidlingappa Doddamani,IND,ಪಕ್ಷೇತರ (IND),45969,28520,#ff7f0e
2023,66,Gadag,ಗದಗ,gadag,gadag_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. K. Patil,ಎಚ್. ಕೆ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),89958,53.3,Anil. P. Menasinakai,Anil ಪಿ. Menasinakai,BJP,ಬಿಜೆಪಿ (BJP),74828,15130,#1f77b4
2023,67,Ron,ರೋಣ,ron,ron_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gurupadagouda Sanganagouda Patil,Gurupadagouda Sanganagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),94865,53.7,Kalakappa Gurushantappa Bandi,Kalakappa Gurushantappa Bandi,BJP,ಬಿಜೆಪಿ (BJP),70177,24688,#1f77b4
2023,68,Naragund,Naragund,naragund,naragund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C. C. Patil,ಸಿ. ಸಿ. ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),72835,49.1,B. R. Yavagal,ಬಿ. ಆರ್. Yavagal,INC,ಕಾಂಗ್ರೆಸ್ (INC),71044,1791,#ff7f0e
2023,69,Navalgund,ನವಲಗುಂದ,navalgund,navalgund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ningaraddi Hanamaraddi Konaraddi,Ningaraddi Hanamaraddi Konaraddi,INC,ಕಾಂಗ್ರೆಸ್ (INC),86081,53.5,Shankar Basanagouda Patil Munenakoppa,Shankar Basanagouda ಪಾಟೀಲ್ Munenakoppa,BJP,ಬಿಜೆಪಿ (BJP),63882,22199,#1f77b4
2023,70,Kundgol,ಕುಂದಗೋಳ,kundgol,kundgol_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M R Patil,ಎಂ. ಆರ್. ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),76105,49.4,Kusumavathi Channabasappa Shivalli,Kusumavathi Channabasappa Shivalli,INC,ಕಾಂಗ್ರೆಸ್ (INC),40764,35341,#ff7f0e
2023,71,Dharwad,ಧಾರವಾಡ,dharwad,dharwad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vinay Kulkarni,Vinay Kulkarni,INC,ಕಾಂಗ್ರೆಸ್ (INC),89333,54.4,Amrut Ayyappa Desai,Amrut Ayyappa ದೇಸಾಯಿ,BJP,ಬಿಜೆಪಿ (BJP),71296,18037,#1f77b4
2023,72,Hubli-Dharwad-East,Hubli Dharwad East,hublidharwadeast,hublidharwadeast_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Abbayya Prasad,Abbayya Prasad,INC,ಕಾಂಗ್ರೆಸ್ (INC),85426,57.8,Dr. Kranthi Kiran,ಡಾ. Kranthi Kiran,BJP,ಬಿಜೆಪಿ (BJP),53056,32370,#1f77b4
2023,73,Hubli-Dharwad Central,ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಕೇಂದ್ರ,hublidharwadcentral,hublidharwad_central_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mahesh Tenginakai,Mahesh Tenginakai,BJP,ಬಿಜೆಪಿ (BJP),95064,59.7,Jagadish Shettar,Jagadish ಶೆಟ್ಟರ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),60775,34289,#ff7f0e
2023,74,Hubli-Dharwad- West,Hubli Dharwad West,hublidharwadwest,hublidharwad_west_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Arvind Bellad,Arvind Bellad,BJP,ಬಿಜೆಪಿ (BJP),101410,60.1,Deepak Chinchore,Deepak Chinchore,INC,ಕಾಂಗ್ರೆಸ್ (INC),62717,38693,#ff7f0e
2023,75,Kalghatgi,ಕಲಘಟಗಿ,kalghatgi,kalghatgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Santosh.S.Lad,Santosh ಎಸ್. Lad,INC,ಕಾಂಗ್ರೆಸ್ (INC),85761,53.2,Chabbi Nagaraj,Chabbi Nagaraj,BJP,ಬಿಜೆಪಿ (BJP),71404,14357,#1f77b4
2023,76,Haliyal,ಹಳಿಯಾಳ,haliyal,haliyal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Deshpande Raghunath,Deshpande Raghunath,INC,ಕಾಂಗ್ರೆಸ್ (INC),57240,40.3,Sunil Hegade,Sunil Hegade,BJP,ಬಿಜೆಪಿ (BJP),53617,3623,#1f77b4
2023,77,Karwar,ಕಾರವಾರ,karwar,karwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Satish Krishna Sail,ಸತೀಶ್ Krishna Sail,INC,ಕಾಂಗ್ರೆಸ್ (INC),77445,47.7,Roopali Santosh Naik,Roopali Santosh ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),75307,2138,#1f77b4
2023,78,Kumta,ಕುಮಟಾ,kumta,kumta_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dinakar Keshav Shetty,Dinakar Keshav Shetty,BJP,ಬಿಜೆಪಿ (BJP),59965,40.9,Suraj Naik Soni,Suraj ನಾಯಕ್ Soni,JD(S),ಜೆಡಿಎಸ್ (JD-S),59289,676,#ff7f0e
2023,79,Bhatkal,ಭಟ್ಕಳ,bhatkal,bhatkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mankal Vaidya,Mankal Vaidya,INC,ಕಾಂಗ್ರೆಸ್ (INC),100442,57.8,Sunil B. Naik,Sunil ಬಿ. ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),67771,32671,#1f77b4
2023,80,Sirsi,ಶಿರಸಿ,sirsi,sirsi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Bhimanna T. Naik,Bhimanna ಟಿ. ನಾಯಕ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),76887,48.4,Kageri Vishweshwar Hegde,Kageri Vishweshwar ಹೆಗಡೆ,BJP,ಬಿಜೆಪಿ (BJP),68175,8712,#1f77b4
2023,81,Yellapur,ಯಲ್ಲಾಪುರ,yellapur,yellapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Arabail Hebbar Shivaram,Arabail Hebbar Shivaram,BJP,ಬಿಜೆಪಿ (BJP),74699,50.2,Andalagi Veerabhadragouda Shivanagoud Patil,Andalagi Veerabhadragouda Shivanagoud ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),70695,4004,#ff7f0e
2023,82,Hanagal,Hanagal,hanagal,hanagal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mane Srinivas,Mane ಶ್ರೀನಿವಾಸ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),94590,53.0,Shivaraj Sajjanar,Shivaraj Sajjanar,BJP,ಬಿಜೆಪಿ (BJP),72645,21945,#1f77b4
2023,83,Shiggaon,ಶಿಗ್ಗಾಂವಿ,shiggaon,shiggaon_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj Bommai,ಬಸವರಾಜ್ ಬೊಮ್ಮಾಯಿ,BJP,ಬಿಜೆಪಿ (BJP),100016,55.4,Pathan Yasirahmedkhan,Pathan Yasirahmedkhan,INC,ಕಾಂಗ್ರೆಸ್ (INC),64038,35978,#ff7f0e
2023,84,Haveri,ಹಾವೇರಿ,haveri,haveri_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Rudrappa Manappa Lamani,Rudrappa Manappa Lamani,INC,ಕಾಂಗ್ರೆಸ್ (INC),93827,52.1,Gavisiddappa Dyamannavar,Gavisiddappa Dyamannavar,BJP,ಬಿಜೆಪಿ (BJP),81912,11915,#1f77b4
2023,85,Byadgi,ಬ್ಯಾಡಗಿ,byadgi,byadgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraj Neelappa Shivannanavar,ಬಸವರಾಜ್ Neelappa Shivannanavar,INC,ಕಾಂಗ್ರೆಸ್ (INC),97740,56.1,Ballari Virupakshappa Rudrappa,Ballari Virupakshappa Rudrappa,BJP,ಬಿಜೆಪಿ (BJP),73899,23841,#1f77b4
2023,86,Hirekerur,ಹಿರೇಕೆರೂರು,hirekerur,hirekerur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ujaneshwar Basavannappa Banakar,Ujaneshwar Basavannappa Banakar,INC,ಕಾಂಗ್ರೆಸ್ (INC),85378,53.9,Basavanagouda Patil,Basavanagouda ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),70358,15020,#1f77b4
2023,87,Ranibennur,ರಾಣೆಬೆನ್ನೂರು,ranibennur,ranibennur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Prakash Koliwad,ಪ್ರಕಾಶ್ Koliwad,INC,ಕಾಂಗ್ರೆಸ್ (INC),71830,37.5,Arunkumar Guttur,Arunkumar Guttur,BJP,ಬಿಜೆಪಿ (BJP),62030,9800,#1f77b4
2023,88,Hadagalli,ಹೂವಿನಹಡಗಲಿ,hadagalli,hadagalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Krishna Nayaka.,Krishna Nayaka,BJP,ಬಿಜೆಪಿ (BJP),73200,49.1,P.T.Parameshwara Naik,ಪಿ. ಟಿ. Parameshwara ನಾಯಕ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),71756,1444,#ff7f0e
2023,89,Hagaribommanahalli,ಹಗರಿಬೊಮ್ಮನಹಳ್ಳಿ,hagaribommanahalli,hagaribommanahalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Nemarajanaik.K,Nemarajanaik ಕೆ.,JD(S),ಜೆಡಿಎಸ್ (JD-S),84023,44.6,L B P Bheema Naik,ಎಲ್. ಬಿ. ಪಿ. Bheema ನಾಯಕ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),72679,11344,#31a354
2023,90,Vijayanagara,ವಿಜಯನಗರ,vijayanagara,vijayanagara_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H.R.Gaviyappa,ಎಚ್. ಆರ್. Gaviyappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),104863,58.5,Siddharth Singh A Thakur,Siddharth Singh ಎ. Thakur,BJP,ಬಿಜೆಪಿ (BJP),71140,33723,#1f77b4
2023,91,Kampli,ಕಂಪ್ಲಿ,kampli,kampli_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),J N Ganesh,ಜೆ. ಎನ್. ಗಣೇಶ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),100424,55.5,T H Suresh Babu,ಟಿ. ಎಚ್. Suresh Babu,BJP,ಬಿಜೆಪಿ (BJP),76333,24091,#1f77b4
2023,92,Siruguppa,ಸಿರುಗುಪ್ಪ,siruguppa,siruguppa_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),B. M. Nagaraja,ಬಿ. ಎಂ. Nagaraja,INC,ಕಾಂಗ್ರೆಸ್ (INC),90862,54.6,M. S. Somalingappa,ಎಂ. ಎಸ್. Somalingappa,BJP,ಬಿಜೆಪಿ (BJP),53830,37032,#1f77b4
2023,93,Bellary,ಬಳ್ಳಾರಿ,bellary,bellary_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),B Nagendra,ಬಿ. Nagendra,INC,ಕಾಂಗ್ರೆಸ್ (INC),103836,57.2,B Sreeramulu,ಬಿ. Sreeramulu,BJP,ಬಿಜೆಪಿ (BJP),74536,29300,#1f77b4
2023,94,Bellary City,ಬಳ್ಳಾರಿ ನಗರ,bellarycity,bellary_city_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Nara Bharath Reddy,Nara Bharath ರೆಡ್ಡಿ,INC,ಕಾಂಗ್ರೆಸ್ (INC),86440,48.7,Gali Lakshmi Aruna,Gali ಲಕ್ಷ್ಮಿ Aruna,KRPP,ಕೆಆರ್‌ಪಿಪಿ (KRPP),48577,37863,#1f77b4
2023,95,Sandur,ಸಂಡೂರು,sandur,sandur_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),E. Tukaram,ಇ. Tukaram,INC,ಕಾಂಗ್ರೆಸ್ (INC),85223,49.6,Shilpa Raghavendra,Shilpa Raghavendra,BJP,ಬಿಜೆಪಿ (BJP),49701,35522,#1f77b4
2023,96,Kudligi,ಕೂಡ್ಲಿಗಿ,kudligi,kudligi_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),Srinivas N T,ಶ್ರೀನಿವಾಸ್ ಎನ್. ಟಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),104753,64.3,Lokesh. V. Nayaka,Lokesh ವಿ. Nayaka,BJP,ಬಿಜೆಪಿ (BJP),50403,54350,#1f77b4
2023,97,Molakalmuru,ಮೊಳಕಾಲ್ಮೂರು,molakalmuru,molakalmuru_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),N.Y.Gopalakrishna,ಎನ್. ವೈ. Gopalakrishna,INC,ಕಾಂಗ್ರೆಸ್ (INC),109459,54.2,S.Thippeswamy,ಎಸ್. Thippeswamy,BJP,ಬಿಜೆಪಿ (BJP),87310,22149,#1f77b4
2023,98,Challakere,ಚಳ್ಳಕೆರೆ,challakere,challakere_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),T. Raghumurthy,ಟಿ. Raghumurthy,INC,ಕಾಂಗ್ರೆಸ್ (INC),67952,38.5,Ravish Kumar.M,Ravish ಕುಮಾರ್ ಎಂ.,JD(S),ಜೆಡಿಎಸ್ (JD-S),51502,16450,#1f77b4
2023,99,Chitradurga,ಚಿತ್ರದುರ್ಗ,chitradurga,chitradurga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K.C.Veerendra Puppy,ಕೆ. ಸಿ. Veerendra Puppy,INC,ಕಾಂಗ್ರೆಸ್ (INC),122021,60.0,G.H.Thippa Reddy,ಜಿ. ಎಚ್. Thippa ರೆಡ್ಡಿ,BJP,ಬಿಜೆಪಿ (BJP),68721,53300,#1f77b4
2023,100,Hiriyur,ಹಿರಿಯೂರು,hiriyur,hiriyur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D.Sudhakar,ಡಿ. Sudhakar,INC,ಕಾಂಗ್ರೆಸ್ (INC),92050,46.2,K.Poornima,ಕೆ. Poornima,BJP,ಬಿಜೆಪಿ (BJP),61728,30322,#1f77b4
2023,101,Hosadurga,ಹೊಸದುರ್ಗ,hosadurga,hosadurga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B. G. Govindappa,ಬಿ. ಜಿ. Govindappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),81050,48.7,S. Lingamurthy,ಎಸ್. Lingamurthy,BJP,ಬಿಜೆಪಿ (BJP),48234,32816,#1f77b4
2023,102,Holalkere,ಹೊಳಲ್ಕೆರೆ,holalkere,holalkere_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),M.Chandrappa,ಎಂ. Chandrappa,BJP,ಬಿಜೆಪಿ (BJP),88732,45.3,H.Anjaneya,ಎಚ್. Anjaneya,INC,ಕಾಂಗ್ರೆಸ್ (INC),83050,5682,#ff7f0e
2023,103,Jagalur,ಜಗಳೂರು,jagalur,jagalur_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),B.Devendrappa,ಬಿ. Devendrappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),50765,32.9,S.V.Ramachandra,ಎಸ್. ವಿ. Ramachandra,BJP,ಬಿಜೆಪಿ (BJP),49891,874,#1f77b4
2023,104,Harapanahalli,ಹರಪನಹಳ್ಳಿ,harapanahalli,harapanahalli_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Latha Mallikarjun,Latha ಮಲ್ಲಿಕಾರ್ಜುನ್,IND,ಪಕ್ಷೇತರ (IND),70194,39.8,G Karunakara Reddy,ಜಿ. Karunakara ರೆಡ್ಡಿ,BJP,ಬಿಜೆಪಿ (BJP),56349,13845,#7f7f7f
2023,105,Harihar,Harihar,harihar,harihar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B P Harish,ಬಿ. ಪಿ. Harish,BJP,ಬಿಜೆಪಿ (BJP),63924,38.1,Srinivasa N H (Nandigavi),ಶ್ರೀನಿವಾಸ ಎನ್. ಎಚ್. ( Nandigavi ),INC,ಕಾಂಗ್ರೆಸ್ (INC),59620,4304,#ff7f0e
2023,106,Davanagere North,ದಾವಣಗೆರೆ ಉತ್ತರ,davanagerenorth,davanagere_north_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S.S.Mallikarjun.,ಎಸ್. ಎಸ್. ಮಲ್ಲಿಕಾರ್ಜುನ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),94019,56.3,Lokikere Nagaraj,Lokikere Nagaraj,BJP,ಬಿಜೆಪಿ (BJP),69547,24472,#1f77b4
2023,107,Davanagere South,ದಾವಣಗೆರೆ ದಕ್ಷಿಣ,davanageresouth,davanagere_south_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shamanur Shivashankarappa,Shamanur Shivashankarappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),84298,57.8,Ajay Kumar. B.G,Ajay ಕುಮಾರ್ ಬಿ. ಜಿ.,BJP,ಬಿಜೆಪಿ (BJP),56410,27888,#1f77b4
2023,108,Mayakonda,ಮಾಯಾಕೊಂಡ,mayakonda,mayakonda_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),K. S. Basavanthappa,ಕೆ. ಎಸ್. Basavanthappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),70916,44.0,B.M. Pushpa Vageeshaswamy,ಬಿ. ಎಂ. Pushpa Vageeshaswamy,IND,ಪಕ್ಷೇತರ (IND),37614,33302,#1f77b4
2023,109,Channagiri,ಚನ್ನಗಿರಿ,channagiri,channagiri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Basavaraju V Shivaganga,Basavaraju ವಿ. Shivaganga,INC,ಕಾಂಗ್ರೆಸ್ (INC),78263,47.2,Madal Mallikarjuna,Madal Mallikarjuna,IND,ಪಕ್ಷೇತರ (IND),61828,16435,#1f77b4
2023,110,Honnali,ಹೊನ್ನಾಳಿ,honnali,honnali_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shanthana Gowda.D.G.,Shanthana ಗೌಡ ಡಿ. ಜಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),92392,54.5,M.P. Renukacharya,ಎಂ. ಪಿ. Renukacharya,BJP,ಬಿಜೆಪಿ (BJP),74832,17560,#1f77b4
2023,111,Shimoga Rural,ಶಿವಮೊಗ್ಗ ಗ್ರಾಮಾಂತರ,shimogarural,shimoga_rural_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Sharada Puryanaik,Sharada Puryanaik,JD(S),ಜೆಡಿಎಸ್ (JD-S),86340,48.0,K.B.Ashok Naik,ಕೆ. ಬಿ. Ashok ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),71198,15142,#31a354
2023,112,Bhadravathi,Bhadravathi,bhadravathi,bhadravathi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,B.K. Sanagameshwara,ಬಿ. ಕೆ. Sanagameshwara,INC,ಕಾಂಗ್ರೆಸ್ (INC),66208,42.9,Sharada Appaji,Sharada Appaji,JD(S),ಜೆಡಿಎಸ್ (JD-S),63503,2705,#1f77b4
2023,113,Shimoga,ಶಿವಮೊಗ್ಗ,shimoga,shimoga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Channabasappa (Chenni),Channabasappa ( Chenni ),BJP,ಬಿಜೆಪಿ (BJP),96490,54.0,H C Yogesh,ಎಚ್. ಸಿ. Yogesh,INC,ಕಾಂಗ್ರೆಸ್ (INC),68816,27674,#ff7f0e
2023,114,Tirthahalli,ತೀರ್ಥಹಳ್ಳಿ,tirthahalli,tirthahalli_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Araga Jnanendra,Araga Jnanendra,BJP,ಬಿಜೆಪಿ (BJP),84563,52.7,Kimmane Ratnakar,Kimmane Ratnakar,INC,ಕಾಂಗ್ರೆಸ್ (INC),72322,12241,#ff7f0e
2023,115,Shikaripura,ಶಿಕಾರಿಪುರ,shikaripura,shikaripura_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vijayendra Yediyurappa,Vijayendra ಯಡಿಯೂರಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),81810,49.3,S. P. Nagarajagowda,ಎಸ್. ಪಿ. Nagarajagowda,IND,ಪಕ್ಷೇತರ (IND),70802,11008,#ff7f0e
2023,116,Sorab,ಸೊರಬ,sorab,sorab_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Madhu Bangarappa,Madhu Bangarappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),98912,60.7,S. Kumara Bangarappa,ಎಸ್. Kumara Bangarappa,BJP,ಬಿಜೆಪಿ (BJP),54650,44262,#1f77b4
2023,117,Sagar,ಸಾಗರ,sagar,sagar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gopala Krishna Beluru,Gopala Krishna Beluru,INC,ಕಾಂಗ್ರೆಸ್ (INC),88988,53.9,H.Halappa Harathalu,ಎಚ್. Halappa Harathalu,BJP,ಬಿಜೆಪಿ (BJP),72966,16022,#1f77b4
2023,118,Baindur,Baindur,baindur,baindur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gururaj Shetty Gantihole,Gururaj Shetty Gantihole,BJP,ಬಿಜೆಪಿ (BJP),98628,53.5,K. Gopal Poojary,ಕೆ. Gopal ಪೂಜಾರಿ,INC,ಕಾಂಗ್ರೆಸ್ (INC),82475,16153,#ff7f0e
2023,119,Kundapura,ಕುಂದಾಪುರ,kundapura,kundapura_assembly_constituency,nan,ಸಾಮಾನ್ಯ,A Kiran Kumar Kodgi,ಎ. Kiran ಕುಮಾರ್ Kodgi,BJP,ಬಿಜೆಪಿ (BJP),102424,61.6,Dinesh Hegde Molahalli,Dinesh ಹೆಗಡೆ Molahalli,INC,ಕಾಂಗ್ರೆಸ್ (INC),60868,41556,#ff7f0e
2023,120,Udupi,ಉಡುಪಿ,udupi,udupi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Yashpal A Suvarna,Yashpal ಎ. Suvarna,BJP,ಬಿಜೆಪಿ (BJP),97079,58.9,Prasadraj Kanchan,Prasadraj Kanchan,INC,ಕಾಂಗ್ರೆಸ್ (INC),64303,32776,#ff7f0e
2023,121,Kaup,ಕಾಪು,kaup,kaup_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gurme Suresh Shetty,Gurme Suresh Shetty,BJP,ಬಿಜೆಪಿ (BJP),80559,53.5,Vinay Kumar Sorake,Vinay ಕುಮಾರ್ Sorake,INC,ಕಾಂಗ್ರೆಸ್ (INC),67555,13004,#ff7f0e
2023,122,Karkala,ಕಾರ್ಕಳ,karkala,karkala_assembly_constituency,nan,ಸಾಮಾನ್ಯ,V Sunill Kumar,ವಿ. Sunill ಕುಮಾರ್,BJP,ಬಿಜೆಪಿ (BJP),77028,49.4,Udaya Shetty Muniyal,Udaya Shetty Muniyal,INC,ಕಾಂಗ್ರೆಸ್ (INC),72426,4602,#ff7f0e
2023,123,Sringeri,ಶೃಂಗೇರಿ,sringeri,sringeri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,T.D.Rajegowda,ಟಿ. ಡಿ. Rajegowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),59171,42.0,D.N.Jeevaraja.,ಡಿ. ಎನ್. Jeevaraja,BJP,ಬಿಜೆಪಿ (BJP),58970,201,#1f77b4
2023,124,Mudigere,ಮೂಡಿಗೆರೆ,mudigere,mudigere_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Nayana Motamma,Nayana Motamma,INC,ಕಾಂಗ್ರೆಸ್ (INC),50843,38.3,Deepak Doddaiah,Deepak Doddaiah,BJP,ಬಿಜೆಪಿ (BJP),50121,722,#1f77b4
2023,125,Chikmagalur,ಚಿಕ್ಕಮಗಳೂರು,chikmagalur,chikmagalur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H. D. Thammaiah,ಎಚ್. ಡಿ. Thammaiah,INC,ಕಾಂಗ್ರೆಸ್ (INC),85054,50.3,C. T. Ravi,ಸಿ. ಟಿ. Ravi,BJP,ಬಿಜೆಪಿ (BJP),79128,5926,#1f77b4
2023,126,Tarikere,ತಾರೀಕೆರೆ,tarikere,tarikere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,G.H. Srinivasa,ಜಿ. ಎಚ್. ಶ್ರೀನಿವಾಸ,INC,ಕಾಂಗ್ರೆಸ್ (INC),63086,41.1,D.S. Suresh,ಡಿ. ಎಸ್. Suresh,BJP,ಬಿಜೆಪಿ (BJP),50955,12131,#1f77b4
2023,127,Kadur,ಕಡೂರು,kadur,kadur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Anand. K.S,ಆನಂದ್ ಕೆ. ಎಸ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),75476,44.8,Belli Prakash,Belli ಪ್ರಕಾಶ್,BJP,ಬಿಜೆಪಿ (BJP),63469,12007,#1f77b4
2023,128,Chiknaikanahalli,Chiknaikanahalli,chiknaikanahalli,chiknaikanahalli_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C B Suresh Baabu,ಸಿ. ಬಿ. Suresh Baabu,JD(S),ಜೆಡಿಎಸ್ (JD-S),71036,37.8,J C Madhu Swamy,ಜೆ. ಸಿ. Madhu ಸ್ವಾಮಿ,BJP,ಬಿಜೆಪಿ (BJP),60994,10042,#31a354
2023,129,Tiptur,ತಿಪಟೂರು,tiptur,tiptur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K Shadakshari,ಕೆ. Shadakshari,INC,ಕಾಂಗ್ರೆಸ್ (INC),71999,46.3,B.C. Nagesh,ಬಿ. ಸಿ. Nagesh,BJP,ಬಿಜೆಪಿ (BJP),54347,17652,#1f77b4
2023,130,Turuvekere,ತುರುವೇಕೆರೆ,turuvekere,turuvekere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M.T.Krishnappa,ಎಂ. ಟಿ. Krishnappa,JD(S),ಜೆಡಿಎಸ್ (JD-S),68163,42.7,Masala Jayaram,Masala Jayaram,BJP,ಬಿಜೆಪಿ (BJP),58240,9923,#31a354
2023,131,Kunigal,ಕುಣಿಗಲ್,kunigal,kunigal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr|| H D Ranganath,ಡಾ. ಎಚ್. ಡಿ. Ranganath,INC,ಕಾಂಗ್ರೆಸ್ (INC),74724,43.0,D Krishnakumar,ಡಿ. Krishnakumar,BJP,ಬಿಜೆಪಿ (BJP),48151,26573,#1f77b4
